R_package,method,objective_name,dimension,starting_point,lower_bound,upper_bound,max_iterations,max_evaluations,value,solution,number_of_iterations,number_of_evaluations,convergence,message,execution_time,time_units,time_cluster
nloptr,bobyqa,Rosenbrock,3,"(1.59681057324633, -3.19289770442992, 3.34118232829496)","(-5, -5, -5)","(5, 5, 5)",-,1,8012.72642266053,"(1.59681057324633, -3.19289770442992, 3.34118232829496)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00238990783691406,secs,0.001
stats,optim,Rosenbrock,3,"(-0.561409445945174, 3.20416810456663, -1.06405942933634)","(-5, -5, -5)","(5, 5, 5)",7,-,3.52702532492401,"(-0.858115997981398, 0.745834769520708, 0.559200342573255)",10,10,1,NEW_X,0.00142717361450195,secs,0.001
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",1,-,175.003365328687,"(0.445973593741655, 0.140826290007681, 1.33748553693295)",1,-,-,-,0.00455379486083984,secs,0.001
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",1,-,97.7897221479163,"(0.829219373408705, 1.66857769945636, 2.88820782210678)",1,4,-,-,0.00213003158569336,secs,0.001
pso,psoptim,Rosenbrock,3,"(-0.561409445945174, 3.20416810456663, -1.06405942933634)","(-5, -5, -5)","(5, 5, 5)",2,-,64.591673907476,"(-0.606994773261249, -0.375319842714816, -0.0782119832001626)",2,26,2,Maximal number of iterations reached,0.00158357620239258,secs,0.001
ABCoptim,abc_optim,Rosenbrock,3,"(-0.561409445945174, 3.20416810456663, -1.06405942933634)","(-5, -5, -5)","(5, 5, 5)",1,-,5.61346214347652,"(0.789473684210526, 0.789473684210526, 0.789473684210526)",1,-,-,-,0.00103282928466797,secs,0.001
nloptr,sbplx,Rosenbrock,3,"(-0.561409445945174, 3.20416810456663, -1.06405942933634)","(-5, -5, -5)","(5, 5, 5)",-,1,13680.516866922,"(-0.561409445945174, 3.20416810456663, -1.06405942933634)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00282645225524902,secs,0.001
nloptr,cobyla,Rosenbrock,3,"(-0.561409445945174, 3.20416810456663, -1.06405942933634)","(-5, -5, -5)","(5, 5, 5)",-,1,13680.516866922,"(-0.561409445945174, 3.20416810456663, -1.06405942933634)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00247740745544434,secs,0.001
nloptr,bobyqa,Rosenbrock,3,"(-0.561409445945174, 3.20416810456663, -1.06405942933634)","(-5, -5, -5)","(5, 5, 5)",-,1,13680.516866922,"(-0.561409445945174, 3.20416810456663, -1.06405942933634)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00267362594604492,secs,0.001
stats,optim,Rosenbrock,3,"(1.3973129959777, 3.01404291996732, -3.01045405678451)","(-5, -5, -5)","(5, 5, 5)",7,-,0.537240432465056,"(0.613272941879623, 0.378380574495046, 0.140426882586414)",10,10,1,NEW_X,0.00110411643981934,secs,0.001
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",1,-,313.484496176287,"(-0.732680754736066, 0.434227937366813, -1.5695976279676)",1,-,-,-,0.00348544120788574,secs,0.001
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",1,-,89.9212308039464,"(0.610690128523856, -0.141857452690601, -0.76704822294414)",1,4,-,-,0.00122857093811035,secs,0.001
pso,psoptim,Rosenbrock,3,"(1.3973129959777, 3.01404291996732, -3.01045405678451)","(-5, -5, -5)","(5, 5, 5)",2,-,201.053709646555,"(-0.452145949669301, 0.484908549488067, -1.14621512107635)",2,26,2,Maximal number of iterations reached,0.00121784210205078,secs,0.001
ABCoptim,abc_optim,Rosenbrock,3,"(1.3973129959777, 3.01404291996732, -3.01045405678451)","(-5, -5, -5)","(5, 5, 5)",1,-,5.61346214347652,"(0.789473684210526, 0.789473684210526, 0.789473684210526)",1,-,-,-,0.000926494598388672,secs,0.001
nloptr,sbplx,Rosenbrock,3,"(1.3973129959777, 3.01404291996732, -3.01045405678451)","(-5, -5, -5)","(5, 5, 5)",-,1,14745.586883739,"(1.3973129959777, 3.01404291996732, -3.01045405678451)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00274777412414551,secs,0.001
nloptr,cobyla,Rosenbrock,3,"(1.3973129959777, 3.01404291996732, -3.01045405678451)","(-5, -5, -5)","(5, 5, 5)",-,1,14745.586883739,"(1.3973129959777, 3.01404291996732, -3.01045405678451)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0023200511932373,secs,0.001
nloptr,bobyqa,Rosenbrock,3,"(1.3973129959777, 3.01404291996732, -3.01045405678451)","(-5, -5, -5)","(5, 5, 5)",-,1,14745.586883739,"(1.3973129959777, 3.01404291996732, -3.01045405678451)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00242519378662109,secs,0.001
stats,optim,Rosenbrock,3,"(2.54018685547635, 1.47114276187494, -3.63203246146441)","(-5, -5, -5)","(5, 5, 5)",7,-,2.02608964680911,"(-0.016391151334988, 0.0130559504447175, -0.00495659084453478)",10,10,1,NEW_X,0.00101566314697266,secs,0.001
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",1,-,154.356350864782,"(0.309896818362176, 1.20227860054001, 0.884564472362399)",1,-,-,-,0.00302672386169434,secs,0.001
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",1,-,89.9493838287691,"(-0.767068034037948, -0.0503199244849384, 0.67281722323969)",1,4,-,-,0.00122594833374023,secs,0.001
pso,psoptim,Rosenbrock,3,"(2.54018685547635, 1.47114276187494, -3.63203246146441)","(-5, -5, -5)","(5, 5, 5)",2,-,45.329000555372,"(0.0297449108450234, -0.643233067681966, 0.369182744673618)",2,26,2,Maximal number of iterations reached,0.00107359886169434,secs,0.001
ABCoptim,abc_optim,Rosenbrock,3,"(2.54018685547635, 1.47114276187494, -3.63203246146441)","(-5, -5, -5)","(5, 5, 5)",1,-,5.61346214347652,"(0.789473684210526, 0.789473684210526, 0.789473684210526)",1,-,-,-,0.000605344772338867,secs,0.001
nloptr,sbplx,Rosenbrock,3,"(2.54018685547635, 1.47114276187494, -3.63203246146441)","(-5, -5, -5)","(5, 5, 5)",-,1,5843.73704081032,"(2.54018685547635, 1.47114276187494, -3.63203246146441)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00303435325622559,secs,0.001
nloptr,cobyla,Rosenbrock,3,"(2.54018685547635, 1.47114276187494, -3.63203246146441)","(-5, -5, -5)","(5, 5, 5)",-,1,5843.73704081032,"(2.54018685547635, 1.47114276187494, -3.63203246146441)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00263190269470215,secs,0.001
nloptr,bobyqa,Rosenbrock,3,"(2.54018685547635, 1.47114276187494, -3.63203246146441)","(-5, -5, -5)","(5, 5, 5)",-,1,5843.73704081032,"(2.54018685547635, 1.47114276187494, -3.63203246146441)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00228381156921387,secs,0.001
stats,optim,Rosenbrock,3,"(-0.649282766971737, 4.13993928581476, -4.91136766504496)","(-5, -5, -5)","(5, 5, 5)",7,-,3.00461011617536,"(-0.622516931792706, 0.395593573509626, 0.158028439661494)",10,10,1,NEW_X,0.00105452537536621,secs,0.001
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",1,-,19.8607114748571,"(1.35166505118832, 1.86350838048384, 3.03840436041355)",1,-,-,-,0.00489377975463867,secs,0.001
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",1,-,202.601272496523,"(-1.04680394753814, 1.00955736590549, 2.42515067337081)",1,4,-,-,0.00192117691040039,secs,0.001
pso,psoptim,Rosenbrock,3,"(-0.649282766971737, 4.13993928581476, -4.91136766504496)","(-5, -5, -5)","(5, 5, 5)",2,-,201.533568506772,"(0.529997381308001, -0.839036858563984, 1.55548372792565)",2,26,2,Maximal number of iterations reached,0.00109481811523438,secs,0.001
ABCoptim,abc_optim,Rosenbrock,3,"(-0.649282766971737, 4.13993928581476, -4.91136766504496)","(-5, -5, -5)","(5, 5, 5)",1,-,5.61346214347652,"(0.789473684210526, 0.789473684210526, 0.789473684210526)",1,-,-,-,0.000599384307861328,secs,0.001
nloptr,sbplx,Rosenbrock,3,"(-0.649282766971737, 4.13993928581476, -4.91136766504496)","(-5, -5, -5)","(5, 5, 5)",-,1,50017.5082457633,"(-0.649282766971737, 4.13993928581476, -4.91136766504496)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00222134590148926,secs,0.001
nloptr,cobyla,Rosenbrock,3,"(-0.649282766971737, 4.13993928581476, -4.91136766504496)","(-5, -5, -5)","(5, 5, 5)",-,1,50017.5082457633,"(-0.649282766971737, 4.13993928581476, -4.91136766504496)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00224208831787109,secs,0.001
nloptr,bobyqa,Rosenbrock,3,"(-0.649282766971737, 4.13993928581476, -4.91136766504496)","(-5, -5, -5)","(5, 5, 5)",-,1,50017.5082457633,"(-0.649282766971737, 4.13993928581476, -4.91136766504496)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00273537635803223,secs,0.001
stats,optim,Rosenbrock,3,"(-1.82044766144827, -2.32769314432517, 0.217630448751152)","(-5, -5, -5)","(5, 5, 5)",7,-,0.00776747374748152,"(0.959990455176989, 0.921514602010693, 0.848938113767186)",11,11,1,NEW_X,0.00117087364196777,secs,0.001
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",1,-,118.635711780002,"(1.50920201092958, 1.25572632765397, 1.20442533865571)",1,-,-,-,0.00310540199279785,secs,0.001
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",1,-,32.2030226868954,"(-1.13565084571019, 1.70465685520321, 3.22092314017937)",1,4,-,-,0.00117993354797363,secs,0.001
pso,psoptim,Rosenbrock,3,"(-1.82044766144827, -2.32769314432517, 0.217630448751152)","(-5, -5, -5)","(5, 5, 5)",2,-,8.97788701294884,"(-0.290535360109061, 0.330571886152029, 0.198985254392028)",2,26,2,Maximal number of iterations reached,0.00102043151855469,secs,0.001
ABCoptim,abc_optim,Rosenbrock,3,"(-1.82044766144827, -2.32769314432517, 0.217630448751152)","(-5, -5, -5)","(5, 5, 5)",1,-,5.61346214347652,"(0.789473684210526, 0.789473684210526, 0.789473684210526)",1,-,-,-,0.000700473785400391,secs,0.001
nloptr,sbplx,Rosenbrock,3,"(-1.82044766144827, -2.32769314432517, 0.217630448751152)","(-5, -5, -5)","(5, 5, 5)",-,1,5906.47806839083,"(-1.82044766144827, -2.32769314432517, 0.217630448751152)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00176334381103516,secs,0.001
nloptr,cobyla,Rosenbrock,3,"(-1.82044766144827, -2.32769314432517, 0.217630448751152)","(-5, -5, -5)","(5, 5, 5)",-,1,5906.47806839083,"(-1.82044766144827, -2.32769314432517, 0.217630448751152)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00184202194213867,secs,0.001
nloptr,bobyqa,Rosenbrock,3,"(-1.82044766144827, -2.32769314432517, 0.217630448751152)","(-5, -5, -5)","(5, 5, 5)",-,1,5906.47806839083,"(-1.82044766144827, -2.32769314432517, 0.217630448751152)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00236177444458008,secs,0.001
stats,optim,Rosenbrock,3,"(2.36046289093792, -4.09286256181076, 1.35001562302932)","(-5, -5, -5)","(5, 5, 5)",7,-,3.04894321090142,"(-0.645382316158564, 0.428894432424136, 0.185299115234172)",11,11,1,NEW_X,0.00115251541137695,secs,0.001
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",1,-,87.7566914607482,"(-0.114860581234097, 0.0665703997947276, -0.919459995348006)",1,-,-,-,0.00351190567016602,secs,0.001
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",1,-,93.630743818749,"(0.149978995323181, -0.870034823194146, 1.06921788444743)",1,4,-,-,0.0017707347869873,secs,0.001
pso,psoptim,Rosenbrock,3,"(2.36046289093792, -4.09286256181076, 1.35001562302932)","(-5, -5, -5)","(5, 5, 5)",2,-,22.1875551155898,"(-0.261536831510121, 0.271223241993538, -0.325828727185918)",2,26,2,Maximal number of iterations reached,0.00198793411254883,secs,0.001
ABCoptim,abc_optim,Rosenbrock,3,"(2.36046289093792, -4.09286256181076, 1.35001562302932)","(-5, -5, -5)","(5, 5, 5)",1,-,5.61346214347652,"(0.789473684210526, 0.789473684210526, 0.789473684210526)",1,-,-,-,0.000773191452026367,secs,0.001
nloptr,sbplx,Rosenbrock,3,"(2.36046289093792, -4.09286256181076, 1.35001562302932)","(-5, -5, -5)","(5, 5, 5)",-,1,33088.9753469332,"(2.36046289093792, -4.09286256181076, 1.35001562302932)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00326204299926758,secs,0.001
nloptr,cobyla,Rosenbrock,3,"(2.36046289093792, -4.09286256181076, 1.35001562302932)","(-5, -5, -5)","(5, 5, 5)",-,1,33088.9753469332,"(2.36046289093792, -4.09286256181076, 1.35001562302932)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00295686721801758,secs,0.001
nloptr,bobyqa,Rosenbrock,3,"(2.36046289093792, -4.09286256181076, 1.35001562302932)","(-5, -5, -5)","(5, 5, 5)",-,1,33088.9753469332,"(2.36046289093792, -4.09286256181076, 1.35001562302932)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00321054458618164,secs,0.001
stats,optim,Rosenbrock,3,"(-0.297965516801924, -3.47419360885397, -2.92031541466713)","(-5, -5, -5)","(5, 5, 5)",7,-,0.71812462949049,"(0.539218002225517, 0.290127833132125, 0.0798769272074512)",10,10,1,NEW_X,0.00114822387695312,secs,0.001
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",1,-,155.660153728428,"(0.0126765831373632, 1.07047257712111, 0.512479399330914)",1,-,-,-,0.00379323959350586,secs,0.001
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",1,-,109.89623011727,"(-0.285067139659077, 0.408889590762556, 1.15289613371715)",1,4,-,-,0.00172305107116699,secs,0.001
pso,psoptim,Rosenbrock,3,"(-0.297965516801924, -3.47419360885397, -2.92031541466713)","(-5, -5, -5)","(5, 5, 5)",2,-,8.07880750474244,"(0.690888108721009, 0.244949371089023, -0.08188879464804)",2,26,2,Maximal number of iterations reached,0.00147557258605957,secs,0.001
ABCoptim,abc_optim,Rosenbrock,3,"(-0.297965516801924, -3.47419360885397, -2.92031541466713)","(-5, -5, -5)","(5, 5, 5)",1,-,5.61346214347652,"(0.789473684210526, 0.789473684210526, 0.789473684210526)",1,-,-,-,0.0012054443359375,secs,0.001
nloptr,sbplx,Rosenbrock,3,"(-0.297965516801924, -3.47419360885397, -2.92031541466713)","(-5, -5, -5)","(5, 5, 5)",-,1,23762.2029520031,"(-0.297965516801924, -3.47419360885397, -2.92031541466713)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00247716903686523,secs,0.001
nloptr,cobyla,Rosenbrock,3,"(-0.297965516801924, -3.47419360885397, -2.92031541466713)","(-5, -5, -5)","(5, 5, 5)",-,1,23762.2029520031,"(-0.297965516801924, -3.47419360885397, -2.92031541466713)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00489044189453125,secs,0.001
nloptr,bobyqa,Rosenbrock,3,"(-0.297965516801924, -3.47419360885397, -2.92031541466713)","(-5, -5, -5)","(5, 5, 5)",-,1,23762.2029520031,"(-0.297965516801924, -3.47419360885397, -2.92031541466713)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00296664237976074,secs,0.001
stats,optim,Rosenbrock,3,"(1.9943321030587, 2.20708567881957, 3.30095991957933)","(-5, -5, -5)","(5, 5, 5)",7,-,0.828027029426492,"(1.3560631426105, 1.83698973953359, 3.37272420485584)",11,11,1,NEW_X,0.00165438652038574,secs,0.001
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",1,-,183.795243620337,"(1.33868677075952, 0.58077949564904, -0.269154969137162)",1,-,-,-,0.00401926040649414,secs,0.001
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",1,-,162.877757544443,"(0.911373591516167, -0.0460826177150011, 0.923633527010679)",1,4,-,-,0.00202417373657227,secs,0.001
pso,psoptim,Rosenbrock,3,"(1.9943321030587, 2.20708567881957, 3.30095991957933)","(-5, -5, -5)","(5, 5, 5)",2,-,123.73459480692,"(1.47322767414153, 1.22520301956683, 0.916997089516371)",2,26,2,Maximal number of iterations reached,0.00129222869873047,secs,0.001
ABCoptim,abc_optim,Rosenbrock,3,"(1.9943321030587, 2.20708567881957, 3.30095991957933)","(-5, -5, -5)","(5, 5, 5)",1,-,5.61346214347652,"(0.789473684210526, 0.789473684210526, 0.789473684210526)",1,-,-,-,0.00069427490234375,secs,0.001
nloptr,sbplx,Rosenbrock,3,"(1.9943321030587, 2.20708567881957, 3.30095991957933)","(-5, -5, -5)","(5, 5, 5)",-,1,562.406990822489,"(1.9943321030587, 2.20708567881957, 3.30095991957933)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00374293327331543,secs,0.001
nloptr,cobyla,Rosenbrock,3,"(1.9943321030587, 2.20708567881957, 3.30095991957933)","(-5, -5, -5)","(5, 5, 5)",-,1,562.406990822489,"(1.9943321030587, 2.20708567881957, 3.30095991957933)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00291323661804199,secs,0.001
nloptr,bobyqa,Rosenbrock,3,"(1.9943321030587, 2.20708567881957, 3.30095991957933)","(-5, -5, -5)","(5, 5, 5)",-,1,562.406990822489,"(1.9943321030587, 2.20708567881957, 3.30095991957933)",1,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00258612632751465,secs,0.001
stats,optim,Rosenbrock,3,"(-3.0316293053329, -1.26853376161307, -0.607827457133681)","(-5, -5, -5)","(5, 5, 5)",13540,-,7.19212468816527e-08,"(0.999879913300245, 0.999760240862293, 0.999520538678672)",79,79,0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.00530576705932617,secs,0.01
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",5,-,5.16638301815261,"(0.811142638325691, 0.455392628908157, 0.121879607439041)",5,-,-,-,0.00950241088867188,secs,0.01
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",21,-,0.48432855335557,"(1.19975563697925, 1.42925062819506, 2.09274151177519)",21,44,-,-,0.00847506523132324,secs,0.01
pso,psoptim,Rosenbrock,3,"(-3.0316293053329, -1.26853376161307, -0.607827457133681)","(-5, -5, -5)","(5, 5, 5)",24,-,1.20496298512385,"(0.381171326633925, 0.137789299378536, 0.046000395285465)",24,312,2,Maximal number of iterations reached,0.0188689231872559,secs,0.01
ABCoptim,abc_optim,Rosenbrock,3,"(-3.0316293053329, -1.26853376161307, -0.607827457133681)","(-5, -5, -5)","(5, 5, 5)",7,-,2.1217856932202,"(0.575658679253568, 0.435329937915268, 0.263157894736842)",7,-,-,-,0.00940752029418945,secs,0.01
nloptr,sbplx,Rosenbrock,3,"(-3.0316293053329, -1.26853376161307, -0.607827457133681)","(-5, -5, -5)","(5, 5, 5)",-,450,0.434858910299732,"(0.666551673532984, 0.440577513741287, 0.184444949709887)",450,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00667428970336914,secs,0.01
nloptr,cobyla,Rosenbrock,3,"(-3.0316293053329, -1.26853376161307, -0.607827457133681)","(-5, -5, -5)","(5, 5, 5)",-,450,4.36180410945755,"(-1.07925337731054, 1.17295882598379, 1.38021220886777)",450,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00625085830688477,secs,0.01
nloptr,bobyqa,Rosenbrock,3,"(-3.0316293053329, -1.26853376161307, -0.607827457133681)","(-5, -5, -5)","(5, 5, 5)",-,450,6.25606140885523e-27,"(1.00000000000004, 1.00000000000007, 1.00000000000014)",450,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00689363479614258,secs,0.01
stats,optim,Rosenbrock,3,"(3.81525329314172, 3.34064546972513, -4.43969311658293)","(-5, -5, -5)","(5, 5, 5)",13540,-,4.60962378062362e-08,"(0.999905648815245, 0.999811193076815, 0.999618491470558)",57,57,0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.00374627113342285,secs,0.01
GA,ga,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",5,-,26.9245882120813,"(0.66966379127511, 0.265333781930947, -0.408373419107631)",5,-,-,-,0.00877737998962402,secs,0.01
DEoptim,DEoptim,Rosenbrock,3,-,"(-5, -5, -5)","(5, 5, 5)",21,-,0.176710432023247,"(0.931387641719729, 0.832629244356825, 0.708275392178637)",21,44,-,-,0.00867366790771484,secs,0.01
pso,psoptim,Rosenbrock,3,"(3.81525329314172, 3.34064546972513, -4.43969311658293)","(-5, -5, -5)","(5, 5, 5)",24,-,1.39637600650621,"(0.320646148914473, 0.0776473312783569, -0.0083875566335872)",24,312,2,Maximal number of iterations reached,0.00901484489440918,secs,0.01
ABCoptim,abc_optim,Rosenbrock,3,"(3.81525329314172, 3.34064546972513, -4.43969311658293)","(-5, -5, -5)","(5, 5, 5)",7,-,0.0688226072566915,"(0.92890887277116, 0.882971556926263, 0.789473684210526)",7,-,-,-,0.00814700126647949,secs,0.01
nloptr,sbplx,Rosenbrock,3,"(3.81525329314172, 3.34064546972513, -4.43969311658293)","(-5, -5, -5)","(5, 5, 5)",-,450,0.436108210547535,"(0.660405375639509, 0.434018697462623, 0.188278258466764)",450,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0057830810546875,secs,0.01
nloptr,cobyla,Rosenbrock,3,"(3.81525329314172, 3.34064546972513, -4.43969311658293)","(-5, -5, -5)","(5, 5, 5)",-,450,0.482149949463818,"(0.641873598816915, 0.410770856366302, 0.160637670326839)",450,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00596356391906738,secs,0.01
nloptr,bobyqa,Rosenbrock,3,"(3.81525329314172, 3.34064546972513, -4.43969311658293)","(-5, -5, -5)","(5, 5, 5)",-,450,2.21004312978324e-29,"(0.999999999999998, 0.999999999999996, 0.999999999999992)",450,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00686025619506836,secs,0.01
stats,optim,Rosenbrock,3,"(-0.621039448305964, -4.65662717819214, 2.7244140021503)","(-5, -5, -5)","(5, 5, 5)",13540,-,5.31220609828239e-08,"(0.999897055494721, 0.99979381794773, 0.99958747270147)",87,87,0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.00564026832580566,secs,0.01
